0,1,63.89601135,..,..,..,..,10,97.75261688,..,..,..,..,..,..,..,..,..,..,1.652220011
1,2,97.36457062,101.3911896,..,..,..,10,95.3928299,..,..,..,..,..,..,..,..,..,..,4.765880108
2,3,99.19589996,77.23351288,23.80201912,82.44120026,97.43153381,8,..,..,..,..,..,..,..,..,22.43949,34.6242,15.35867,4.056509972
3,4,108.6008377,82.30407715,24.21640015,91.63027191,97.63584137,11,96.90300751,..,..,70.89231873,12.10781956,25.87863922,..,..,39.0791,30.26007,17.45499,4.845689774
4,5,73.93554688,25.83254051,..,..,..,9,..,..,..,..,..,..,..,..,..,..,..,3.52218008
5,6,71.61457062,15.64002037,1.420699954,..,..,6,..,..,..,..,..,..,..,..,45.78488,35.48479,18.73033,1.694769979
6,7,101.9233398,73.63115692,44.57695007,93.50646973,98.05090332,9,..,..,..,..,..,..,..,..,..,..,21.68546,3.93859005
7,8,106.4425201,95.59757233,70.30892181,..,..,11,..,..,..,..,..,..,..,..,..,..,29.47957,6.06441021
8,9,101.8740234,95.0524826,80.63482666,..,..,12,..,..,..,98.42295837,36.22993851,85.19178009,..,..,..,..,..,..
9,10,63.46092987,..,1.142019987,..,..,10,..,..,..,..,..,..,..,..,52.45674,23.71611,22.81854,1.415060043
10,11,98.88063049,101.7282486,..,..,..,10,93.77896881,..,55.98192978,..,43.86326981,79.40338898,..,..,..,..,..,..
11,12,99.76322174,78.49475098,26.53152084,82.33132172,96.64370728,8,..,..,16.76836967,..,16.17399025,43.35366058,..,..,28.393,46.84861,20.59545,4.289989948
12,13,108.1747665,84.08560181,24.79043007,91.73451996,97.8956604,11,96.76209259,..,..,70.75415802,14.91232967,30.26074982,..,..,38.82099,29.79115,17.19888,4.699920177
13,14,76.76000977,27.7074604,..,26.17654991,38.81612015,9,..,..,1.913830042,..,..,5.490859985,..,..,..,..,..,..
14,15,70.92913818,16.06049919,..,..,..,10,..,..,..,..,..,..,..,..,..,..,..,..
15,16,101.8130722,74.1841507,44.85783005,..,..,9,..,..,12.86896992,51.35322189,12.86896992,22.56995964,..,..,..,..,23.7406,4.05038023
16,17,100.0811462,96.84503937,75.3947525,..,..,11,..,..,..,..,..,..,..,..,..,..,30.49106,6.214799881
17,18,..,..,..,..,..,12,..,..,..,98.54376984,37.36785126,85.72322845,..,..,..,..,..,..
18,19,72.96401978,..,..,..,..,10,99.04538727,..,..,..,..,..,..,..,47.96444,29.05007,21.28217,1.313320041
19,20,98.96647644,101.9034882,63.60005951,..,..,10,93.57315063,..,..,..,..,..,..,..,..,..,36.81221,4.766409874
20,21,100.3732605,78.09741211,31.21858025,..,..,8,..,..,..,..,..,..,..,..,28.67484,48.16099,20.37027,4.596809864
21,22,108.7997131,84.90705109,25.42106056,92.79517365,98.15608978,11,96.87026978,..,..,71.84829712,14.44717979,30.20545959,..,..,38.24865,29.49101,18.47466,4.690509796
22,23,79.28751373,30.30554008,..,..,..,9,..,..,..,..,..,..,..,..,..,..,..,..
23,24,69.78533173,18.50139999,..,..,..,10,..,..,..,..,..,..,..,..,..,..,..,..
24,25,101.3794937,79.34353638,49.03480148,..,..,9,..,..,..,..,..,..,..,..,..,..,..,3.603149891
25,26,98.02895355,96.75440979,78.89259338,..,..,11,..,..,..,..,..,..,..,..,..,..,30.07421,6.157209873
26,27,..,..,..,..,..,12,..,..,..,..,..,..,..,..,..,..,..,..
27,28,83.78250122,..,2.342910051,..,..,10,97.72807312,..,..,..,..,..,..,..,..,25.91333,17.48191,1.290009975
28,29,98.01331329,102.3444366,63.76739883,..,..,10,92.44956207,..,..,..,..,..,..,..,..,..,34.44431,4.62612009
29,30,101.1464767,81.01423645,37.70845032,82.96230316,97.87142944,8,..,..,15.76646042,..,15.76646042,39.13467026,..,..,27.86351,48.88658,20.6675,3.913759947
30,31,109.4244232,86.42752838,26.11203003,92.92559814,98.38230133,11,96.53112793,..,..,72.6784668,14.46253014,30.34551048,..,..,37.20858,28.71158,18.86044,4.82006979
31,32,81.27266693,33.73199081,5.387330055,..,..,9,80.89631653,..,..,..,..,..,..,..,39.02518,43.51478,16.05913,3.403559923
32,33,77.72064972,20.94531059,1.943040013,..,..,10,..,..,..,..,..,..,..,..,..,..,..,..
33,34,100.8284378,79.21977234,48.67156982,..,..,9,..,..,..,..,..,..,..,..,45.13959,14.26054,21.176,3.508500099
34,35,96.91538239,96.1399231,81.24918365,..,..,11,..,..,..,..,..,..,..,..,..,..,31.53146,6.436210155
35,36,..,..,..,..,..,12,..,..,..,98.67672729,38.25891113,86.61412811,..,..,..,..,..,..
36,37,85.08270264,13.61705971,2.5353899,..,..,10,..,..,..,..,..,..,..,..,48.44996,26.45229,22.71604,1.254580021
37,38,99.00879669,102.7344437,63.0657692,..,..,10,90.92619324,..,..,..,..,..,..,..,..,..,36.06861,4.840579987
38,39,101.8525772,82.16120911,37.91297913,..,..,8,..,..,..,..,..,..,..,..,25.40941,49.40769,22.02841,3.842449903
39,40,110.5452805,85.93801117,26.58672905,93.44187927,98.5246582,11,95.91716003,..,..,74.40158844,15.47879028,31.35026932,..,..,36.21646,30.24801,20.00251,5.187940121
40,41,82.71041107,36.67198944,5.941999912,..,..,9,77.5859375,..,..,..,..,..,..,..,43.99744,39.24395,15.82133,3.869040012
41,42,81.97505951,22.99271965,2.00883007,..,..,10,..,0.864160001,..,13.6497097,1.685639977,5.104420185,0.262690008,0.045729998,59.24125,28.33404,12.37664,2.311739922
42,43,99.17333221,80.81868744,49.40269852,..,..,9,..,..,..,..,..,..,..,..,46.13831,15.5976,19.31806,3.861939907
43,44,96.82164001,95.31819916,81.96871185,..,..,11,..,..,..,..,..,..,..,..,..,..,32.39608,7.318019867
44,45,..,..,..,..,..,12,..,..,..,98.59417725,38.6207695,86.70908356,..,..,..,..,..,..
45,46,87.33161163,..,2.671149969,36.75260925,36.35626984,10,98.87496185,..,..,..,..,..,..,..,53.26402,23.99504,20.47402,1.117609978
46,47,98.64160156,102.3984833,61.65584946,..,..,10,90.28829956,..,..,..,..,..,..,..,..,..,35.38945,5.356369972
47,48,100.6534424,80.58795929,44.16965866,..,..,8,..,..,18.53013992,..,18.53013992,42.48559189,..,..,24.68077,49.18235,21.357,3.709180117
48,49,110.6334915,87.0699234,27.56347084,93.06893921,98.43451691,11,96.08216858,12.76121998,..,74.74189758,14.42383957,29.20441055,1.311210036,0.142680004,35.98383,30.25379,19.6634,5.159220219
49,50,83.42733002,39.28609848,6.129809856,31.09975052,44.30170822,9,95.01931763,..,..,..,..,..,..,..,25.28056,53.77242,20.74022,3.343889952
50,51,81.91847992,22.58856964,2.096060038,..,..,10,68.67829895,..,..,..,..,..,..,..,51.61933,27.4058,19.75874,1.981940031
51,52,96.85813904,82.42884827,50.3747406,96.4309082,96.59757233,9,96.72231293,..,12.90122986,60.79637146,11.95258999,27.33810997,..,..,40.08495,28.61176,16.50964,3.508440018
52,53,98.8184433,95.57578278,80.17552948,..,..,11,..,..,..,..,..,..,..,..,..,..,..,7.397079945
53,54,..,..,..,..,..,12,..,..,..,98.68843079,39.13742065,87.14940643,..,..,..,..,..,..
54,55,87.67289734,17.62453079,3.137079954,..,..,10,..,..,..,..,..,..,..,..,..,..,27.29113,1.107920051
55,56,98.1893692,103.3489609,63.46731949,..,..,10,89.55126953,..,59.64030838,..,47.67456818,82.74899292,..,..,..,26.40425,35.5994,5.262050152
56,57,100.7328033,82.99124908,50.00553131,..,..,8,..,..,..,..,..,..,..,..,27.21379,39.27918,27.23287,3.484970093
57,58,110.5407562,88.19017792,28.34149933,93.51998138,98.4617691,11,96.09745789,..,..,..,..,..,..,..,35.50244,30.66226,18.12508,5.105649948
58,59,84.19554901,41.2325592,5.48526001,30.61866951,42.09527969,9,92.28137207,..,3.223510027,16.31406021,..,7.964000225,..,..,38.46856,37.97895,23.25758,3.754230022
59,60,88.64547729,23.06594086,2.214950085,..,..,10,79.19608307,..,..,..,..,..,..,..,40.66676,34.94893,16.28402,2.2579
60,61,96.75588226,85.00759888,52.25569916,..,..,9,94.00016022,..,..,..,..,..,..,..,50.4469,21.45284,14.91674,4.805550098
61,62,100.6326065,93.50324249,82.19396973,..,..,11,96.46806335,..,..,..,..,..,..,..,15.6148,28.5721,34.40325,6.162370205
62,63,..,..,..,..,..,12,..,..,..,98.71730042,39.94493866,87.59088898,..,..,..,..,..,..
63,64,87.80935669,17.39388084,2.98029995,..,..,10,..,..,..,..,..,..,..,..,..,..,..,..
64,65,99.51828003,109.9874878,63.98077011,..,..,10,..,..,..,..,..,..,..,..,..,..,..,..
65,66,101.4610596,84.9821167,56.42695999,83.62599182,98.01439667,8,..,14.8149004,19.79870033,..,19.79870033,44.23712158,2.778789997,0.223340005,25.4062,41.42852,27.6329,3.168590069
66,67,110.4134521,90.66719818,29.4718399,94.22840118,98.87541962,14,96.39357758,..,..,77.18234253,16.31269073,33.79750824,..,..,34.66095,31.36863,19.46464,5.103099823
67,68,80.90805054,..,7.060709953,..,..,9,97.59842682,..,..,..,..,..,..,..,38.31502,39.91703,20.34201,3.479490042
68,69,92.89533234,22.3210907,..,..,..,10,78.09152985,..,..,..,..,..,..,..,46.70011,20.72761,30.25849,2.206150055
69,70,97.02944946,83.76145935,50.67900848,..,..,9,95.08770752,..,..,..,..,..,..,..,44.78126,28.62811,14.41514,4.536709785
70,71,100.8658829,96.44418335,81.71401978,99.97434998,99.96975708,11,96.89511871,..,..,..,..,..,..,..,16.81825,28.77495,32.41283,6.692329884
71,72,..,..,..,..,..,12,..,..,..,98.79048157,40.6632309,87.67910004,..,..,..,..,..,..
72,73,..,..,..,..,..,10,..,..,..,..,..,..,..,..,..,..,..,..
73,74,100.3407135,109.4859924,65.33229828,..,..,10,92.22820282,..,..,..,..,..,..,..,..,..,..,..
74,75,115.0664978,83.83139801,59.27872849,84.62680054,97.77729797,9,95.25955963,16.3200798,21.31421089,..,21.31421089,46.3118515,3.209389925,0.298920006,26.2146,45.30434,22.942,3.06795001
75,76,109.4414825,93.3275528,30.30003929,93.96285248,98.5644989,14,95.60961151,14.3226099,..,78.10623932,14.77680016,31.6299305,1.28283,0.085040003,37.75482,35.20388,22.09098,4.696050167
76,77,76.06292725,41.81766891,6.427229881,..,..,9,97.52227783,..,..,..,..,..,..,..,39.45815,40.1872,19.03471,3.284650087
77,78,100.1327515,24.67564964,..,..,..,10,..,..,..,..,..,..,..,..,..,24.71241,31.70084,2.850709915
78,79,96.91784668,81.99915314,49.85337067,93.70207214,98.31388092,9,95.03530884,13.12545967,..,61.4749794,16.89656067,29.29227066,1.790169954,..,41.106,29.81499,15.55332,4.1240201
79,80,101.1218185,96.52194214,80.15564728,..,..,11,97.50614929,..,..,..,..,..,..,..,17.46466,28.12585,31.86929,6.671659946
80,81,99.45543671,96.18649292,88.72641754,..,..,12,..,31.66065979,..,98.86701965,41.50466919,88.1503067,11.56643963,1.677160025,31.10906,35.16779,27.22716,..
81,82,..,..,..,..,..,10,..,..,..,..,..,..,..,..,..,..,..,..
82,83,101.5366592,109.3330994,65.61290741,..,..,10,..,..,..,..,..,..,..,..,..,..,..,..
83,84,107.5530319,85.27626038,67.31977081,84.70523834,97.93786621,9,93.50113678,16.86667061,21.72995949,..,21.72995949,46.95283127,3.63906002,0.286390007,26.88802,39.66764,28.00192,2.801350117
84,85,108.0057526,97.34338379,31.0941391,94.55587769,99.00003815,14,95.70480347,13.95713043,..,78.78381348,14.43192959,31.7997303,1.244339943,0.084020004,32.75753,31.9821,21.32413,5.257470131
85,86,77.07611084,44.0181694,5.969960213,..,..,9,97.11672974,..,..,..,..,..,..,..,43.18799,34.11942,21.58739,3.648190022
86,87,101.5848312,23.0396595,3.433840036,..,..,10,..,..,..,..,..,..,..,..,..,..,..,2.599999905
87,88,102.110878,120.3322983,50.18006134,..,..,9,94.32579041,..,..,..,..,..,..,..,..,..,..,3.723560095
88,89,99.04093933,95.99926758,82.67118073,..,..,11,97.78266907,..,..,..,..,..,..,..,18.0335,27.8352,31.51813,5.874939919
89,90,99.67337799,96.92453766,88.6268692,..,..,12,..,31.9557991,..,98.79341125,41.88970184,88.31358337,11.76535988,1.76947999,30.96455,34.55486,27.50228,..
90,91,..,..,..,..,..,10,..,..,..,..,..,..,..,..,..,..,..,1.910230041
91,92,102.4850769,110.3565292,64.78695679,..,..,10,..,..,..,..,..,..,..,..,..,..,..,..
92,93,108.9007034,85.86942291,72.96105194,..,..,9,95.80325317,..,..,..,..,..,..,..,26.73435,37.88715,29.39239,2.797389984
93,94,106.6061096,100.8327408,31.8190403,94.47228241,98.94470978,14,96.94082642,14.77964973,..,79.22939301,16.27255058,33.34621811,2.087739944,0.224769995,32.46972,32.31004,21.47549,5.229420185
94,95,75.68318176,41.72013855,5.503170013,33.06888962,49.36653137,9,96.17725372,3.212039948,7.429049969,15.51797962,3.769840002,8.330479622,..,0.106789999,45.132,33.00698,20.77456,3.801520109
95,96,91.58312988,22.41506004,3.251300097,26.00299072,38.77241898,10,..,..,..,..,..,..,..,..,..,..,..,2.400000095
96,97,100.6508636,120.6511688,..,92.86830902,98.14662933,9,..,..,..,..,..,..,..,..,..,..,..,3.759670019
97,98,..,..,..,..,..,11,..,..,..,..,..,..,..,..,..,..,..,5.74255991
98,99,100.2999115,97.65254974,88.88941193,..,..,12,..,32.50075912,..,98.77388,42.33750916,88.41197205,11.99485016,1.701310039,..,..,..,..
99,100,102.018898,15.03944016,..,..,..,10,..,..,..,..,..,..,..,..,..,..,..,1.754089952
100,101,101.0238724,112.5142822,66.43917847,..,..,10,..,25.75444031,60.41429901,..,49.66761017,84.4691925,7.098740101,0.946200013,..,..,..,..
101,102,111.2355728,86.86631775,69.63565826,85.54425049,98.10134888,9,95.89134979,18.17661095,23.06212044,..,23.06212044,48.38576889,4.457920074,0.367540002,28.85249,36.52996,29.82631,3.365760088
102,103,106.2777328,102.4040604,38.43338013,94.85961914,99.11620331,14,96.69358063,14.71039009,15.15322971,80.11215973,15.15322971,33.29468918,1.395419955,0.07626,32.45208,32.94466,21.091,4.90681982
103,104,77.17025757,42.99298096,..,..,..,9,96.38632965,1.589509964,4.948790073,12.82666969,2.057670116,5.641059875,..,0.06278,39.57861,37.39832,21.74443,3.094779968
104,105,86.84687042,22.55660057,..,22.31155014,30.79161072,10,..,..,..,..,..,..,..,..,..,..,..,2.299999952
105,106,100.7575302,118.6259079,49.28681183,..,..,9,..,14.80998039,..,65.74324036,19.06739998,32.67467117,2.140810013,..,..,..,..,3.637520075
106,107,..,..,..,..,..,11,91.5894165,..,..,..,..,..,..,..,19.63951,27.88959,30.4587,5.00977993
107,108,101.3628616,98.76992798,88.83505249,..,..,12,..,33.43968964,..,98.87711334,43.51187897,89.09236145,12.61400986,1.85371995,..,..,..,..
108,109,..,17.13537979,..,..,..,10,..,..,..,..,..,..,..,..,..,..,..,1.75364995
109,110,100.9436798,113.7628632,68.92250824,..,..,10,..,..,..,..,..,..,..,..,..,..,..,..
110,111,110.7075424,86.31149292,68.11608887,..,..,9,95.7437973,..,..,..,..,..,..,..,30.12441,33.03826,32.63151,3.790400028
111,112,105.7700119,104.3850327,40.22895813,94.97277832,99.12468719,14,97.58412933,15.37425995,15.82328033,81.41558075,15.82328033,34.10905075,1.442819953,0.076810002,..,..,..,4.518219948
112,113,80.17077637,41.52313995,..,..,..,9,97.02297211,..,..,..,..,..,..,..,44.67033,37.00151,17.28712,3.789769888
113,114,78.57404327,20.6807003,..,..,..,10,..,..,..,..,..,..,..,..,..,..,..,2.454819918
114,115,99.62503052,116.7339401,..,..,..,9,..,..,..,..,..,..,..,..,..,..,..,3.355730057
115,116,..,..,..,..,..,11,92.29521179,..,..,..,..,..,..,..,21.67802,30.73296,24.99049,5.412260056
116,117,101.8214417,98.95233917,88.16738892,..,..,12,..,..,..,..,..,..,..,..,..,..,..,..
117,118,..,..,..,37.39582062,38.26865005,10,..,..,..,..,..,..,..,..,..,..,..,1.565879941
118,119,101.501091,114.1235123,70.11302185,..,..,10,..,..,..,..,..,..,..,..,..,..,..,..
119,120,..,..,62.78507996,..,..,9,95.12245941,..,..,..,..,..,..,..,33.07452,34.40004,28.23956,3.955359936
120,121,105.0280685,105.103363,41.52280045,95.37991333,99.31845093,14,97.87104034,16.01605988,16.44959068,82.75337219,16.44959068,35.65462875,1.512699962,0.082970001,..,..,..,4.254429817
121,122,75.6006012,41.0272789,..,35.47377014,50.13470078,9,..,2.248359919,6.181220055,15.61793995,2.811320066,7.118770123,..,0.110440001,..,..,..,3.882529974
122,123,89.73428345,20.21027946,..,..,..,10,..,..,..,..,..,..,..,..,..,..,..,2.25948
123,124,99.77436066,117.7388077,..,93.76776123,98.13716888,9,..,14.93900013,..,66.84616852,19.31892967,33.30593109,2.055629969,0.101020001,..,..,..,3.056770086
124,125,..,..,..,..,..,11,93.38916779,..,..,..,..,..,..,..,..,..,..,5.319479942
125,126,101.2565613,99.27558136,88.29917908,..,..,12,..,34.99246979,45.16791153,99.03153229,45.16791153,89.80535889,13.05037975,2.032649994,..,..,..,..
126,127,..,..,..,..,..,10,..,..,..,..,..,..,..,..,..,..,..,1.768710017
127,128,100.9897537,114.3332672,75.69882202,..,..,10,..,..,..,..,..,..,..,..,..,..,..,..
128,129,..,..,60.39419174,..,..,9,94.14147949,..,..,..,..,..,..,..,..,..,..,3.663199902
129,130,104.6558228,104.6472397,42.83069992,..,..,14,..,..,..,..,..,..,..,..,..,..,..,..
130,131,..,..,..,..,..,9,..,..,..,..,..,..,..,..,..,..,..,3.438679934
131,132,89.19113922,20.55504036,..,..,..,10,..,..,..,..,..,..,..,..,..,..,..,2.372459888
132,133,101.0526733,115.1526566,..,..,..,9,..,15.62792969,..,71.21427155,20.36775017,35.2588501,2.125740051,0.08783,..,..,..,2.968980074
133,134,..,..,..,..,..,11,93.50050354,..,..,..,..,..,..,..,..,..,..,5.439650059
134,135,100.9813004,100.0634308,87.88871002,..,..,12,..,..,..,..,..,..,..,..,..,..,..,..
135,136,..,..,..,..,..,10,..,..,..,..,..,..,..,..,..,..,..,..
136,137,..,..,..,..,..,10,..,..,..,..,..,..,..,..,..,..,..,..
137,138,..,..,58.2224884,..,..,9,..,..,..,..,..,..,..,..,..,..,..,..
138,139,..,..,..,95.24784851,99.08241272,14,..,17.12846947,18.77145958,83.46855164,18.77145958,38.56058121,2.453609943,0.313980013,..,..,..,..
139,140,..,..,..,30.76140976,46.157341,9,..,1.559839964,2.919329882,13.00111008,2.371530056,5.408860207,1.012439966,0.052530002,..,..,..,..
140,141,..,..,..,..,..,10,..,..,..,..,..,..,..,..,..,..,..,..
141,142,102.2251205,113.7943878,..,..,..,9,..,..,..,..,..,..,..,..,..,..,..,..
142,143,..,..,..,..,..,11,..,..,..,..,..,..,..,..,..,..,..,..
143,144,..,..,..,..,..,12,..,37.52428818,..,99.0557785,48.08916855,90.94052124,14.13860035,2.088550091,..,..,..,..
