1,40.692,,,18.5,1200,,2000,25553,,,,,26.6,14.2,,,40.9,42.1
2,10.6,0.4640432,,7.1,11,,39,2088,,9.9467,3.1,,52.8,64.4,,,23.9,28.6
3,17.401,0.11898085,,5.041,34,,410,31528,0.8869,1.4051,1.72,,58.8,48.4,,,36.7,31.4
4,21.741,0.12093282,,4.792,54,,1200,53034,3.5303,2.2053,1.05,,60.8,56.7,,,34,35.8
5,48.444,,,15.112,691,,4300,91774,,,0.3,,26.7,14.7,,,37.9,32.5
6,49.325,,,16.636,1330,,6600,78507,,,0.4,,23.1,12.6,,,40.7,37.9
7,12.87,0.1457645,,7.123,43,,360,14588,,,2.1,,26,18.2,,,25.1,27.5
8,9,0.07809397,,16.6,33,,140,6191,3.0181,6.6407,8.68,,53.3,54.6,,,47.5,51.6
9,14,0.65363973,,8.3,13,,560,32674,,9.9177,3.2,,57,67,,,30,33.3
10,40.427,,,18.137,1170,,1900,25511,,,1.2,,27.1,14.5,,,41.2,42.1
11,10.9,0.48383656,,7,11,,40,2108,1.9086,10.0236,3.02,,53.4,65,,,23.6,28.2
12,17.52,0.14640558,,5.039,32,,400,29998,0.5361,1.689,1.72,,59.5,49.2,,,36.4,31.2
13,21.343,0.11649629,,4.869,51,,1200,50831,3.762,2.2215,1.02,,61.3,57.3,,,34.1,35.9
14,48.191,,,14.492,675,,4300,91104,,,,,27.4,15.1,,,38.1,32.5
15,48.848,,,16.295,1340,,6900,79003,0.0352,0.1808,,,23.7,12.9,,,41,38
16,12.632,0.16260447,,7.141,42,,350,13723,0.2875,1.5448,,,26.8,19.1,,,25.5,27.7
17,9.8,0.00165373,,16.2,31,,140,6149,3.0838,6.6503,8.73,,53.5,55.2,,,47.3,51.5
18,14.3,0.66477114,,8.1,14,,570,32448,,,3.18,,57.6,67.6,,,30,33.5
19,40.111,,,17.727,1130,,1900,25379,,,,,27.7,14.8,,,41.5,42.2
20,11.2,0.61307919,,7.1,11,,41,2126,,10.1208,2.96,,53.9,65.5,21.6,34.7,23.3,27.9
21,17.663,0.14948277,,5.025,30,,380,28626,,,1.72,,60.1,50.1,5.4,30.7,36.1,31
22,20.973,0.09540497,,4.961,49,,1100,48819,3.843,2.2832,1.06,,61.8,58,9.8,29,34.2,36
23,47.853,,,13.916,663,,4300,90290,0.0776,0.2111,,,28.2,15.6,2.6,22.4,38.3,32.6
24,48.327,,,15.909,1300,,6800,79304,,,,,24.2,13.2,4.7,22.6,41.1,38
25,12.407,0.1549878,,7.154,42,,350,12927,0.2959,1.5283,,,27.7,19.9,4.5,51.6,25.8,27.9
26,10.2,0.49199405,,16.4,33,,150,6106,3.0885,6.6468,8.72,,53.7,55.8,13,52.8,47,51.2
27,14.3,0.717116,,8,14,,570,32061,,,3.14,,58.2,68.1,23,35.3,30.1,33.6
28,39.749,,,17.283,1090,,1800,25145,0.0405,0.1954,,,28.3,15.2,,,41.7,42.2
29,11.3,0.47915494,,7.2,12,,44,2139,1.959,10.289,2.85,,54.4,66,,,23,27.5
30,17.823,0.18947878,,4.996,28,,360,27366,,,1.38,,60.8,50.9,,,35.8,30.7
31,20.635,0.12782037,,5.06,49,,1100,47006,3.8988,2.3066,1.03,,62.3,58.7,,,34.2,36
32,47.434,,,13.387,661,,4400,89389,,,0.6,,28.9,16,,,38.5,32.5
33,47.772,,,15.489,1310,,7000,79353,,,,,24.8,13.4,,,41.3,38
34,12.188,0.21097681,,7.164,43,,350,12183,0.3164,1.5842,,,28.5,20.8,,,26.1,28.1
35,11,0.35901695,,16.3,33,,160,6034,3.1177,6.6081,8.75,,53.9,56.5,,,46.7,50.9
36,14,0.76118088,,8.1,14,,580,31513,,,3.13,,58.8,68.7,,,30.1,33.6
37,39.346,,,16.816,1050,,1800,24640,0.0473,0.2529,,,28.8,15.5,,,41.9,42.1
38,11.3,0.54793304,,7.1,12,,44,2147,,10.3743,2.8,,54.9,66.5,,,22.7,27.2
39,17.986,0.14736469,,4.955,25,,330,26272,,,1.38,,61.4,51.8,,,35.3,30.5
40,20.327,0.22113964,,5.163,51,,1200,45349,3.9581,2.3624,1.02,,62.8,59.3,,,34.3,36
41,46.939,,,12.91,661,,4500,88269,0.0923,0.4437,,,29.7,16.5,,,38.5,32.5
42,47.194,,,15.047,1270,,7000,79208,,,,,25.4,13.7,,,41.3,37.9
43,11.971,0.23032501,,7.175,43,,340,11481,0.3387,1.642,,,29.4,21.8,,,26.4,28.2
44,11.1,0.18487377,,15.3,27,,140,5913,3.4904,7.544,9.4,,54.1,57.1,,,46.4,50.5
45,13.5,0.70491374,,7.9,15,,600,30828,,,3.08,,59.4,69.2,,,30,33.7
46,38.905,,7.294326925,16.329,1000,,1700,24073,,,,,29.4,15.9,,,42.1,41.9
47,11.1,0.58610934,6.049061448,7,11,,42,2148,2.0384,9.3233,2.78,,55.5,67,18.5,30.9,22.5,26.9
48,18.154,0.13986275,15.0029091,4.905,22,,290,25398,,,1.74,,62,52.6,4.8,28.9,34.8,30.1
49,20.042,0.19516744,12.35810683,5.266,46,,1100,43803,3.9972,2.4118,1.05,,63.3,60,8.7,26.7,34.2,35.9
50,46.379,,7.543181097,12.481,660,,4600,87031,0.1021,0.4462,0.1,,30.5,17,2.3,22.4,38.6,32.3
51,46.603,,7.389892015,14.598,1240,,7000,78909,,,,,26,14,3.8,22.2,41.3,37.7
52,11.757,0.17112526,12.63783556,7.191,42,,330,10826,0.3906,2.0643,2.1,,30.3,22.8,4.1,49,26.7,28.3
53,10.8,0.25858155,5.262312355,15.2,25,,120,5738,3.483,7.4719,9.38,,54.3,57.7,12.1,49.3,46.1,50
54,13,0.68704522,6.202373747,7.995,15,,600,30050,,12.5927,3.05,,59.9,69.8,21.8,33.9,30,33.7
55,38.431,,,15.817,981,,1700,23342,,,1,,30,16.3,,,42.2,41.7
56,11,0.55770832,,7.1,11,,43,2142,,9.2368,2.8,,56,67.5,,,22.2,26.5
57,18.335,0.17509484,,4.857,19,,260,24608,,1.9971,1.74,,62.6,53.5,,,34.2,29.8
58,19.766,0.11883423,,5.369,43,,980,42317,4.2008,2.5093,1.04,,63.7,60.6,,,34.1,35.7
59,45.769,,,12.09,663,,4700,85633,0.1037,0.3677,,,31.2,17.5,,,38.6,32.2
60,46.01,0.76795876,,14.161,1210,,6900,78495,,,,,26.6,14.3,,,41.3,37.5
61,11.548,0.27220535,,7.213,41,,320,10199,,,,,31.2,23.8,,,26.9,28.3
62,11,0.30162001,,14.5,23,,120,5514,3.4842,7.4711,9.05,,54.5,58.3,,,45.6,49.5
63,12.7,0.7024169,,8.073,15,,610,29249,,,2.97,,60.5,70.3,,,29.9,33.7
64,37.933,,,15.28,963,,1600,22588,,,,,30.7,16.6,,,42.3,41.5
65,11,0.55659932,,7.1,11,,44,2129,2.3962,9.3473,2.79,,56.5,67.9,16.8,28.5,21.9,26.2
66,18.533,0.0876886,,4.82,18,,250,24024,,,1.5,,63.2,54.3,4.4,27.7,33.5,29.4
67,19.488,0.1054229,,5.471,41,,940,40891,4.2236,2.5488,1.03,,64.2,61.2,8.1,25.2,33.9,35.4
68,45.129,,,11.72,663,,4800,84107,0.1071,0.3772,,,32,18.1,2.1,22.4,38.5,32
69,45.42,,,13.752,1190,,6900,78005,0.0413,0.2782,,52,27.2,14.6,3.4,21.9,41.2,37.2
70,11.351,0.31526989,,7.241,39,,300,9616,,,,,32.1,24.8,3.8,47.1,27.1,28.4
71,11.4,0.2822485,,14.5,24,,120,5258,3.491,7.5132,8.91,,54.7,59,11.5,47.1,45.2,49
72,12.6,0.70865661,,8.102,16,,620,28469,,,2.93,,61,70.8,21.2,33.2,29.8,33.7
73,37.427,,,14.725,1030,,1700,21915,,0.1156,,,31.3,17,,,42.4,41.2
74,10.8,0.48322916,,7.2,11,,42,2110,2.4509,9.4788,2.72,,57,68.4,,,21.6,25.9
75,18.739,0.09092296,,4.799,17,,250,23580,,,1.5,,63.8,55.2,,,32.6,28.9
76,19.198,0.08809453,,5.572,39,,880,39492,4.311,2.8044,1.03,,64.6,61.8,,,33.6,35
77,44.482,0.24905804,,11.358,663,,4900,82526,,0.1192,,,32.8,18.6,,,38.5,31.7
78,44.841,,,13.38,1170,,7000,77466,0.0433,0.3383,,,27.8,14.9,,,41.2,36.9
79,11.169,0.23578981,,7.279,39,,300,9079,,,,,33,25.9,,,27.4,28.5
80,11.1,0.26446491,,14.6,23,,110,4993,3.4965,7.5702,8.8,,54.9,59.6,,,44.7,48.4
81,12.4,0.69361621,,8.215,16,,630,27757,,,2.89,,61.6,71.3,,,29.7,33.7
82,36.927,,,14.164,961,,1600,21124,,,,,31.9,17.5,,,42.5,40.9
83,10.8,0.43591252,,7.3,11,,41,2086,2.4961,9.7475,2.67,,57.5,68.9,15.1,26.3,21.3,25.6
84,18.93,0.19252566,,4.795,17,,250,23148,1.5044,1.5641,1.5,,64.3,56,4,26.6,31.6,28.5
85,18.892,0.0933276,,5.67,38,,870,38098,4.4526,2.6798,1.03,,65.1,62.4,7.5,23.8,33.2,34.7
86,43.843,0.31472626,,11.001,642,,4800,80914,,,,,33.6,19.2,1.9,22.4,38.5,31.5
87,44.276,,,13.053,1170,,7100,76938,0.0445,0.2639,,,28.5,15.3,2.9,21.6,41.1,36.6
88,10.999,0.23681293,,7.327,38,,290,8581,,,,,33.8,27,3.6,45.5,27.6,28.5
89,10.8,0.12670267,,14.7,24,,110,4729,2.9923,6.661,7.46,,55.1,60.2,11,45.1,44.2,47.8
90,12.5,0.64768839,,8.237,16,,640,27137,,,2.83,,62.1,71.8,20.6,32.3,29.5,33.7
91,36.454,0.00585614,9.06562122,13.621,912,,1500,20230,0.0721,0.2063,,,32.6,17.9,,,42.6,40.6
92,10.7,0.45552984,5.778199381,7.4,11,,41,2061,2.5388,9.8188,2.62,,58,69.3,,,21,25.3
93,19.066,,11.6151208,4.805,17,,250,22744,1.1526,1.8907,1.5,,64.9,56.9,,,30.5,28
94,18.573,0.07663224,10.15011209,5.763,36,,810,36715,4.6493,2.4177,1,1303,65.5,63,,,32.9,34.3
95,43.226,0.24554077,8.486421381,10.649,620,,4700,79294,,,,,34.4,19.7,,,38.4,31.3
96,43.73,,8.727550679,12.77,1160,,7100,76381,0.0493,0.2525,,,29.1,15.6,,,41,36.3
97,10.836,0.22154549,10.42200102,7.389,38,,280,8106,0.4651,2.3683,,,34.7,28.1,,,27.9,28.6
98,10.7,0.35493177,5.321646463,14.9,21,,97,4470,,,,,55.3,60.8,,,43.7,47.1
99,12.4,0.64494258,6.305965102,8.44,18,,680,26612,,,2.8,,62.6,72.3,,,29.4,33.8
100,36.029,0.01687354,,13.119,890,211.9,1500,19324,,,,,33.2,18.3,,,42.6,40.3
101,10.6,0.42354,,7.4,10,7,40,2035,2.3105,9.9194,2.6,,58.5,69.8,13.7,24.5,20.8,25
102,19.102,,,4.821,16,50.9,250,22301,,,1.7,,65.4,57.7,3.8,25.5,29.3,27.6
103,18.245,0.08285465,,5.851,34,36.7,770,35358,4.6488,2.5103,1,,66,63.6,7,22.5,32.5,33.9
104,42.638,0.30369636,,10.307,590,209.1,4500,77759,0.1395,0.4131,,,35.1,20.3,1.8,22.4,38.4,31.1
105,43.201,,,12.527,1140,280.1,7200,75645,0.0371,0.2133,,,29.8,16,2.6,21.6,40.9,36
106,10.676,0.3167206,,7.467,37,61.5,270,7658,0.445,2.7724,,,35.6,29.2,3.3,43.9,28.2,28.7
107,10.3,0.26909873,,14.7,20,70.7,89,4219,,,,,55.5,61.4,10.4,42.9,43.2,46.5
108,12.2,0.63860589,,8.493,19,13.3,730,26176,,,2.77,,63.2,72.7,19.9,31.5,29.3,33.8
109,35.66,0.03225806,,12.671,829,,1400,18713,,,,,,,,,42.7,40
110,10.3,0.38220248,,7.5,10,,40,2009,2.6102,9.9491,2.53,,,,,,20.5,24.8
111,19.011,,,4.835,16,,250,21814,1.1292,2.6286,1.56,,,,,,28.2,27.3
112,17.918,0.07024645,,5.933,33,,740,33972,4.7654,2.5078,0.99,,,,,,32.1,33.5
113,42.078,0.18864341,,9.984,562,,4400,76352,,,,,,,,,38.4,30.9
114,42.683,,,12.309,1140,,7300,74782,0.0434,0.2322,,,,,,,40.8,35.7
115,10.513,0.2281076,,7.559,37,,270,7237,0.8075,2.9573,,,,,,,28.5,28.8
116,9.4,0.30882493,,14.5,19,,83,3973,,,,,,,,,42.7,45.8
117,11.8,0.67145181,,8.638,19,,720,25817,,14.5812,2.87,,,,,,29.2,33.9
118,35.348,0.20130682,,12.289,,,,18182,,,,,,,,,42.8,39.7
119,10.1,0.38234833,,7.7,,,,1984,2.4251,9.9874,2.55,,,,12.4,22.7,20.2,24.5
120,18.783,,,4.843,,,,21157,1.5844,2.0766,,,,,3.5,24.6,27,27
121,17.602,0.08476871,,6.01,,,,32617,4.8496,3.149,0.98,,,,6.5,21.2,31.7,33.1
122,41.543,0.04446506,,9.686,,,,74990,0.1286,0.4408,,,,,1.7,22.4,38.3,30.7
123,42.172,,,12.104,,,,73875,,,,,,,2.3,21.3,40.7,35.4
124,10.344,0.23268826,,7.666,,,,6839,0.805,2.7593,,,,,3.1,42.5,28.8,29
125,8.7,0.28267708,,14.8,,,,3735,,,,,,,9.9,41,42.1,45.2
126,11.6,0.66255105,,8.678,,,,25515,2.6036,15.685,,,,,19.3,30.9,29.1,34
127,35.09,,9.020713997,11.974,,,,17534,,,,,,,,,42.8,39.5
128,9.9,0.39864108,5.419114589,7.6,,,,1958,2.4425,11.812,2.52,,,,,,19.9,24.3
129,18.42,,10.60366444,4.842,,,,20430,,,,,,,,,25.8,26.6
130,17.297,0.06373785,10.49625517,6.082,,,,31317,,2.3646,,,,,,,31.4,32.8
131,41.035,,9.423414823,9.412,,,,73747,,,,,,,,,38.3,30.5
132,41.665,,9.567027411,11.907,,,,72864,0.0542,0.1377,,,,,,,40.7,35.1
133,10.168,0.19367595,9.514064698,7.786,,,,6455,0.9188,3.1522,,,,,,,29.2,29.1
134,8.1,0.27389196,5.01101816,14.7,,,,3509,,,,,,,,,41.6,44.5
135,11.4,0.67703497,6.552960936,8.7,,,,25248,,,,,,,,,29,34.1
136,,,,,,,,17069,,,,,,,,,,
137,,,,,,,,1929,,,,,,,,,,
138,,,,,,,,19577,,,,,,,,,,
139,,,,,,,,30081,,,,,,,,,,
140,,,,,,,,72521,,,,,,,,,,
141,,,,,,,,71959,,,,,,,,,,
142,,,,,,,,6094,,,,,,,,,,
143,,,,,,,,3295,,,,,,,,,,
144,,,,,,,,24976,,,,,,,,,,
